name,_id,run_start_time,run_end_time,status,status_message,nrc_create_geometry.aspect_ratio,nrc_create_geometry.building_shape,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.location,nrc_create_necb_prototype_building.template,nrc_create_necb_prototype_building.weather_file_type,nrc_reporting_measure_standard.annual_electricity_use,nrc_reporting_measure_standard.annual_natural_gas_use,nrc_reporting_measure_standard.total_site_energy,nrc_reporting_measure_standard.total_site_energy_normalized,a_choice_argument,global_warming,sideload,weather_file_type
MediumOffice:SK_Saskatoon:NECB2015,e8ac736c-35a3-468c-9462-bf09c1d0d400,2023-02-16T23:22:06.553Z,2023-02-16T23:28:41.145Z,completed,completed normal,,,MediumOffice,SK_Saskatoon,NECB2015,CWEC2016,402400.0,314100.0,143.8,143.8,,,,
SmallOffice:BC_Victoria:NECB2017,24ec61d8-a4cb-46d3-aa8e-7cbb0f57b094,2023-02-16T22:20:44.184Z,2023-02-16T22:27:39.386Z,completed,completed normal,,,SmallOffice,BC_Victoria,NECB2017,CWEC2016,57310.0,0.0,112.1,112.1,,,,
QuickServiceRestaurant:NS_Halifax.Dockyard:NECB2011,378969de-61bb-4cdb-800c-2f1c86dc8c6c,2023-02-17T00:23:45.911Z,2023-02-17T00:27:53.352Z,completed,completed normal,,,QuickServiceRestaurant,NS_Halifax.Dockyard,NECB2011,CWEC2016,46380.0,203000.0,1073.0,1073.0,,,,
MidriseApartment:SK_Saskatoon:NECB2011,024eadf1-9930-4211-8727-c91623a8a7fa,2023-02-17T00:14:16.447Z,2023-02-17T00:21:11.513Z,completed,completed normal,,,MidriseApartment,SK_Saskatoon,NECB2011,CWEC2016,215400.0,324700.0,172.3,172.3,,,,
SmallOffice:ON_Toronto:NECB2011,9a032954-d3cd-43b2-ac9a-ccd20bd416ec,2023-02-16T22:28:51.570Z,2023-02-16T22:33:59.722Z,completed,completed normal,,,SmallOffice,ON_Toronto,NECB2011,CWEC2016,52270.0,22930.0,147.1,147.1,,,,
QuickServiceRestaurant:AB_Fort.McMurray:NECB2015,96ce51fa-b522-45e6-943d-b0969a8d5d82,2023-02-17T00:20:17.675Z,2023-02-17T00:24:04.452Z,completed,completed normal,,,QuickServiceRestaurant,AB_Fort.McMurray,NECB2015,CWEC2016,45050.0,296200.0,1469.0,1469.0,,,,
SmallOffice:BC_Vancouver:NECB2020,713c366e-1e68-47d3-b1e0-98565063ebb1,2023-02-16T22:19:23.472Z,2023-02-16T22:26:11.293Z,completed,completed normal,,,SmallOffice,BC_Vancouver,NECB2020,CWEC2016,54060.0,0.0,105.8,105.8,,,,
SmallOffice:NS_Sydney:NECB2020,298fd846-6ab3-4ffc-8002-c26964973d29,2023-02-16T22:26:12.007Z,2023-02-16T22:33:17.682Z,completed,completed normal,,,SmallOffice,NS_Sydney,NECB2020,CWEC2016,42470.0,18930.0,120.1,120.1,,,,
Warehouse:AB_Calgary:NECB2015,c4c23801-0111-455c-81dd-87342f9749cd,2023-02-16T21:58:24.924Z,2023-02-16T22:04:19.939Z,completed,completed normal,,,Warehouse,AB_Calgary,NECB2015,CWEC2016,310400.0,330100.0,132.5,132.5,,,,
RetailStandalone:ON_Windsor:NECB2017,bfd2c195-aa1a-46ca-94fc-372564a5cfc8,2023-02-16T22:55:33.009Z,2023-02-16T23:00:25.042Z,completed,completed normal,,,RetailStandalone,ON_Windsor,NECB2017,CWEC2016,273300.0,130600.0,176.1,176.1,,,,
RetailStripmall:AB_Edmonton:NECB2011,c48ac0e4-d5d0-464b-a6ac-1ab5c3918990,2023-02-16T23:25:47.442Z,2023-02-16T23:30:00.264Z,completed,completed normal,,,RetailStripmall,AB_Edmonton,NECB2011,CWEC2016,301200.0,210100.0,244.6,244.6,,,,
RetailStripmall:YT_Whitehorse:NECB2020,2d2767ab-ebc2-4a6f-9c83-cb462ec1a3e3,2023-02-16T23:41:02.631Z,2023-02-16T23:46:14.468Z,completed,completed normal,,,RetailStripmall,YT_Whitehorse,NECB2020,CWEC2016,305100.0,0.0,146.0,146.0,,,,
LargeOffice:MB_Winnipeg:NECB2020,ba336051-a83a-4d83-b175-aa85c3a5b60e,2023-02-17T00:40:13.364Z,2023-02-17T00:46:26.204Z,completed,completed normal,,,LargeOffice,MB_Winnipeg,NECB2020,CWEC2016,4621000.0,0.0,99.77,99.77,,,,
SmallOffice:NS_Sydney:NECB2015,23308e95-67d4-4b91-a8ba-0f65013ba6b4,2023-02-16T22:25:32.886Z,2023-02-16T22:32:20.728Z,completed,completed normal,,,SmallOffice,NS_Sydney,NECB2015,CWEC2016,47450.0,25840.0,143.4,143.4,,,,
Warehouse:AB_Fort.McMurray:NECB2011,1565e40a-8319-45a3-9743-1b47c29447bd,2023-02-16T21:58:26.494Z,2023-02-16T22:05:22.301Z,completed,completed normal,,,Warehouse,AB_Fort.McMurray,NECB2011,CWEC2016,274500.0,411000.0,141.8,141.8,,,,
SmallOffice:NL_St.Johns:NECB2011,4cc650f5-1959-4bbe-8426-6b695141e1ed,2023-02-16T22:23:37.234Z,2023-02-16T22:30:24.593Z,completed,completed normal,,,SmallOffice,NL_St.Johns,NECB2011,CWEC2016,70140.0,0.0,137.2,137.2,,,,
SmallOffice:QC_Montreal:NECB2015,ab1e184e-3557-4182-94e4-8460422f245e,2023-02-16T22:30:51.230Z,2023-02-16T22:36:46.790Z,completed,completed normal,,,SmallOffice,QC_Montreal,NECB2015,CWEC2016,73230.0,0.0,143.3,143.3,,,,
FullServiceRestaurant:NS_Sydney:NECB2011,71468327-e571-4e7b-b24f-2c03578cc762,2023-02-16T23:49:14.660Z,2023-02-16T23:53:29.881Z,completed,completed normal,,,FullServiceRestaurant,NS_Sydney,NECB2011,CWEC2016,69100.0,357900.0,835.4,835.4,,,,
RetailStandalone:NL_St.Johns:NECB2020,bdcbeca9-6cb4-43ac-a6d7-ad9455f2d4c6,2023-02-16T22:48:34.436Z,2023-02-16T22:55:10.486Z,completed,completed normal,,,RetailStandalone,NL_St.Johns,NECB2020,CWEC2016,364600.0,0.0,159.0,159.0,,,,
LargeOffice:AB_Calgary:NECB2011,9c0862da-2c39-442c-a095-686a9dfe0559,2023-02-17T00:31:02.033Z,2023-02-17T00:38:29.953Z,completed,completed normal,,,LargeOffice,AB_Calgary,NECB2011,CWEC2016,4076000.0,1452000.0,119.3,119.3,,,,
FullServiceRestaurant:QC_Montreal:NECB2011,c605eba9-a4ab-4988-bc4a-8e0d6e69deef,2023-02-16T23:51:25.745Z,2023-02-16T23:55:47.455Z,completed,completed normal,,,FullServiceRestaurant,QC_Montreal,NECB2011,CWEC2016,324200.0,0.0,634.2,634.2,,,,
FullServiceRestaurant:QC_Montreal:NECB2017,a8469afb-fdc8-4935-89a0-7b0752b23a0a,2023-02-16T23:51:31.891Z,2023-02-16T23:56:23.301Z,completed,completed normal,,,FullServiceRestaurant,QC_Montreal,NECB2017,CWEC2016,207200.0,0.0,405.4,405.4,,,,
MediumOffice:BC_Vancouver:NECB2011,088606ec-7a46-4ce3-ac74-2dc2ae26574d,2023-02-16T23:01:22.885Z,2023-02-16T23:10:30.122Z,completed,completed normal,,,MediumOffice,BC_Vancouver,NECB2011,CWEC2016,533100.0,0.0,107.0,107.0,,,,
RetailStripmall:NT_Yellowknife:NECB2017,6b048559-3f89-49e4-a3fb-e6dcf069357a,2023-02-16T23:34:54.680Z,2023-02-16T23:40:27.724Z,completed,completed normal,,,RetailStripmall,NT_Yellowknife,NECB2017,CWEC2016,407300.0,0.0,194.8,194.8,,,,
QuickServiceRestaurant:BC_Victoria:NECB2015,12fe5336-86e1-401f-8f8f-6cc64beba5ad,2023-02-17T00:21:33.112Z,2023-02-17T00:25:39.236Z,completed,completed normal,,,QuickServiceRestaurant,BC_Victoria,NECB2015,CWEC2016,164800.0,0.0,709.2,709.2,,,,
LargeOffice:QC_Montreal:NECB2017,44b25f7e-92fb-491d-a543-72660ad0aa75,2023-02-17T00:49:04.390Z,2023-02-17T00:55:36.198Z,completed,completed normal,,,LargeOffice,QC_Montreal,NECB2017,CWEC2016,5021000.0,0.0,108.4,108.4,,,,
MediumOffice:YT_Whitehorse:NECB2011,5b2a488c-1525-46d8-9c20-3656ebbefd83,2023-02-16T23:22:47.934Z,2023-02-16T23:28:49.601Z,completed,completed normal,,,MediumOffice,YT_Whitehorse,NECB2011,CWEC2016,576400.0,0.0,115.7,115.7,,,,
RetailStandalone:AB_Edmonton:NECB2017,326056ce-d544-4937-af98-37d3a880af2e,2023-02-16T22:38:24.131Z,2023-02-16T22:48:33.845Z,completed,completed normal,,,RetailStandalone,AB_Edmonton,NECB2017,CWEC2016,231600.0,183100.0,180.8,180.8,,,,
LargeOffice:ON_Toronto:NECB2011,dc986bb1-6181-4fd7-907f-d95e7ddd3e06,2023-02-17T00:46:57.406Z,2023-02-17T00:53:19.310Z,completed,completed normal,,,LargeOffice,ON_Toronto,NECB2011,CWEC2016,4244000.0,1430000.0,122.5,122.5,,,,
RetailStandalone:QC_Quebec:NECB2020,1b3ce561-4341-4b22-ad0a-0c060e79d4ab,2023-02-16T22:55:18.806Z,2023-02-16T23:00:26.753Z,completed,completed normal,,,RetailStandalone,QC_Quebec,NECB2020,CWEC2016,365800.0,0.0,159.5,159.5,,,,
RetailStripmall:MB_Winnipeg:NECB2017,b333f49a-ba95-4d7e-8d11-650c2a831f2b,2023-02-16T23:30:22.239Z,2023-02-16T23:35:39.845Z,completed,completed normal,,,RetailStripmall,MB_Winnipeg,NECB2017,CWEC2016,453600.0,0.0,217.0,217.0,,,,
MediumOffice:BC_Victoria:NECB2011,66c880c0-eed6-4178-b8ad-0097c94b0591,2023-02-16T23:02:30.409Z,2023-02-16T23:11:49.321Z,completed,completed normal,,,MediumOffice,BC_Victoria,NECB2011,CWEC2016,526200.0,0.0,105.6,105.6,,,,
Warehouse:MB_Winnipeg:NECB2011,ea0a0b7b-50f1-44c0-8687-1b25df71c29a,2023-02-16T22:04:09.107Z,2023-02-16T22:08:59.476Z,completed,completed normal,,,Warehouse,MB_Winnipeg,NECB2011,CWEC2016,699800.0,0.0,144.7,144.7,,,,
QuickServiceRestaurant:NL_St.Johns:NECB2011,e621e98f-db7d-406d-96d6-11f167231f7c,2023-02-17T00:22:41.539Z,2023-02-17T00:26:40.064Z,completed,completed normal,,,QuickServiceRestaurant,NL_St.Johns,NECB2011,CWEC2016,230400.0,0.0,991.8,991.8,,,,
SmallOffice:AB_Edmonton:NECB2015,2733b337-1ed1-4eec-bc2c-4fdf8cd58a8b,2023-02-16T22:17:56.019Z,2023-02-16T22:23:57.772Z,completed,completed normal,,,SmallOffice,AB_Edmonton,NECB2015,CWEC2016,48690.0,28940.0,151.9,151.9,,,,
RetailStandalone:AB_Calgary:NECB2017,83cf8804-1815-4961-922b-954af5e71007,2023-02-16T22:37:34.404Z,2023-02-16T22:47:15.640Z,completed,completed normal,,,RetailStandalone,AB_Calgary,NECB2017,CWEC2016,241600.0,161000.0,175.5,175.5,,,,
MidriseApartment:YT_Whitehorse:NECB2020,4add4d2a-73fc-4ff2-b98d-d53a1368eddc,2023-02-17T00:16:15.063Z,2023-02-17T00:22:55.521Z,completed,completed normal,,,MidriseApartment,YT_Whitehorse,NECB2020,CWEC2016,383800.0,0.0,122.4,122.4,,,,
LargeOffice:ON_Windsor:NECB2017,b6900ae0-99c7-4db0-b37c-ef7051c5d3af,2023-02-17T00:51:27.814Z,2023-02-17T01:07:55.531Z,completed,completed normal,,,LargeOffice,ON_Windsor,NECB2017,CWEC2016,3889000.0,1132000.0,108.4,108.4,,,,
MediumOffice:ON_Toronto:NECB2015,4139e35c-95b2-4ef3-add6-bd4d1d33465c,2023-02-16T23:15:13.652Z,2023-02-16T23:22:47.360Z,completed,completed normal,,,MediumOffice,ON_Toronto,NECB2015,CWEC2016,442000.0,204900.0,129.8,129.8,,,,
FullServiceRestaurant:AB_Fort.McMurray:NECB2011,c4ce9b60-a1b1-4efc-9de4-7d6d84265468,2023-02-16T23:43:17.042Z,2023-02-16T23:46:56.959Z,completed,completed normal,,,FullServiceRestaurant,AB_Fort.McMurray,NECB2011,CWEC2016,68360.0,447100.0,1008.0,1008.0,,,,
QuickServiceRestaurant:QC_Quebec:NECB2017,865d220f-190d-489d-8fdd-be643082d816,2023-02-17T00:29:08.365Z,2023-02-17T00:33:29.752Z,completed,completed normal,,,QuickServiceRestaurant,QC_Quebec,NECB2017,CWEC2016,140700.0,0.0,605.7,605.7,,,,
QuickServiceRestaurant:BC_Vancouver:NECB2020,e7cb7419-c1a7-42be-b4a4-61b694910a75,2023-02-17T00:21:16.317Z,2023-02-17T00:25:56.407Z,completed,completed normal,,,QuickServiceRestaurant,BC_Vancouver,NECB2020,CWEC2016,63860.0,0.0,274.8,274.8,,,,
RetailStripmall:ON_Toronto:NECB2020,ce4e72cd-c003-4473-82ab-499720083a34,2023-02-16T23:35:40.436Z,2023-02-16T23:41:15.118Z,completed,completed normal,,,RetailStripmall,ON_Toronto,NECB2020,CWEC2016,255200.0,194200.0,215.0,215.0,,,,
FullServiceRestaurant:SK_Saskatoon:NECB2015,f3cff0a2-7b1e-4bab-ab8d-18d8f090b0ff,2023-02-16T23:55:10.147Z,2023-02-16T23:58:51.156Z,completed,completed normal,,,FullServiceRestaurant,SK_Saskatoon,NECB2015,CWEC2016,73630.0,411200.0,948.5,948.5,,,,
MidriseApartment:BC_Victoria:NECB2017,9deb8d4f-8895-447a-beb4-c487959feadc,2023-02-17T00:00:10.367Z,2023-02-17T00:06:52.241Z,completed,completed normal,,,MidriseApartment,BC_Victoria,NECB2017,CWEC2016,397300.0,0.0,126.7,126.7,,,,
LargeOffice:NL_St.Johns:NECB2020,5ddaaa48-b25e-4ace-8341-222c4476fbaf,2023-02-17T00:41:44.871Z,2023-02-17T00:48:28.047Z,completed,completed normal,,,LargeOffice,NL_St.Johns,NECB2020,CWEC2016,4225000.0,0.0,91.22,91.22,,,,
MidriseApartment:QC_Montreal:NECB2011,de3bc4be-a728-4ac0-b629-4444ef67be63,2023-02-17T00:09:59.202Z,2023-02-17T00:15:55.729Z,completed,completed normal,,,MidriseApartment,QC_Montreal,NECB2011,CWEC2016,440900.0,0.0,140.7,140.7,,,,
RetailStandalone:NS_Sydney:NECB2011,c64c50b9-656f-4156-8b3c-28838153be79,2023-02-16T22:49:17.215Z,2023-02-16T22:54:56.429Z,completed,completed normal,,,RetailStandalone,NS_Sydney,NECB2011,CWEC2016,282300.0,254900.0,234.2,234.2,,,,
QuickServiceRestaurant:MB_Winnipeg:NECB2017,d091a664-1952-4078-9378-0dc8e6b86905,2023-02-17T00:22:13.109Z,2023-02-17T00:26:43.955Z,completed,completed normal,,,QuickServiceRestaurant,MB_Winnipeg,NECB2017,CWEC2016,163000.0,0.0,701.7,701.7,,,,
QuickServiceRestaurant:NS_Halifax.Dockyard:NECB2015,134d2fc5-04a7-4b75-a500-8dca1dd5ca7f,2023-02-17T00:24:05.068Z,2023-02-17T00:28:21.029Z,completed,completed normal,,,QuickServiceRestaurant,NS_Halifax.Dockyard,NECB2015,CWEC2016,46550.0,203300.0,1075.0,1075.0,,,,
QuickServiceRestaurant:QC_Quebec:NECB2020,314b005c-f715-4278-b273-7dc7643ed505,2023-02-17T00:29:25.881Z,2023-02-17T00:34:02.447Z,completed,completed normal,,,QuickServiceRestaurant,QC_Quebec,NECB2020,CWEC2016,65440.0,0.0,281.7,281.7,,,,
FullServiceRestaurant:QC_Quebec:NECB2020,3233bc0d-93da-46bf-8a50-7c466d0b31e3,2023-02-16T23:53:30.460Z,2023-02-16T23:58:02.905Z,completed,completed normal,,,FullServiceRestaurant,QC_Quebec,NECB2020,CWEC2016,146800.0,0.0,287.2,287.2,,,,
MediumOffice:ON_Toronto:NECB2017,9ecd9d3d-01af-4777-96f9-3518a255882b,2023-02-16T23:15:55.214Z,2023-02-16T23:25:46.881Z,completed,completed normal,,,MediumOffice,ON_Toronto,NECB2017,CWEC2016,412400.0,180200.0,118.9,118.9,,,,
Warehouse:NS_Sydney:NECB2017,1b832e4c-21a7-48c6-8fee-10dc6a598185,2023-02-16T22:05:44.426Z,2023-02-16T22:11:57.130Z,completed,completed normal,,,Warehouse,NS_Sydney,NECB2017,CWEC2016,222800.0,308400.0,109.9,109.9,,,,
QuickServiceRestaurant:QC_Quebec:NECB2015,a8e6e7f6-e279-4188-b29a-e7748cf059fd,2023-02-17T00:28:21.599Z,2023-02-17T00:32:21.942Z,completed,completed normal,,,QuickServiceRestaurant,QC_Quebec,NECB2015,CWEC2016,232600.0,0.0,1001.0,1001.0,,,,
QuickServiceRestaurant:BC_Vancouver:NECB2017,1dd57c52-ed0d-4174-b905-d4a8f1694597,2023-02-17T00:21:13.453Z,2023-02-17T00:25:35.743Z,completed,completed normal,,,QuickServiceRestaurant,BC_Vancouver,NECB2017,CWEC2016,106200.0,0.0,457.2,457.2,,,,
RetailStandalone:AB_Fort.McMurray:NECB2015,3f99c506-438d-4085-8be5-92a7562ac070,2023-02-16T22:38:52.003Z,2023-02-16T22:48:55.064Z,completed,completed normal,,,RetailStandalone,AB_Fort.McMurray,NECB2015,CWEC2016,262200.0,276400.0,234.8,234.8,,,,
SmallOffice:AB_Fort.McMurray:NECB2015,1d0ffab2-912b-49fc-9606-1e242a0b7c40,2023-02-16T22:18:20.468Z,2023-02-16T22:24:46.672Z,completed,completed normal,,,SmallOffice,AB_Fort.McMurray,NECB2015,CWEC2016,45540.0,38540.0,164.5,164.5,,,,
MidriseApartment:AB_Fort.McMurray:NECB2020,7ea83561-2ef8-4053-88d1-c1c27f5061ac,2023-02-16T23:58:51.827Z,2023-02-17T00:06:47.171Z,completed,completed normal,,,MidriseApartment,AB_Fort.McMurray,NECB2020,CWEC2016,197000.0,336700.0,170.3,170.3,,,,
RetailStripmall:BC_Vancouver:NECB2015,0e7b5283-e2b4-4bb5-9fa5-352ce5e14874,2023-02-16T23:28:50.175Z,2023-02-16T23:33:37.437Z,completed,completed normal,,,RetailStripmall,BC_Vancouver,NECB2015,CWEC2016,405200.0,0.0,193.9,193.9,,,,
QuickServiceRestaurant:NT_Yellowknife:NECB2011,c70ea4d7-5c04-412f-a298-b5a9156af140,2023-02-17T00:25:39.816Z,2023-02-17T00:29:56.817Z,completed,completed normal,,,QuickServiceRestaurant,NT_Yellowknife,NECB2011,CWEC2016,333300.0,0.0,1434.0,1434.0,,,,
SmallOffice:BC_Vancouver:NECB2017,abd34bfe-1522-4df9-a917-aef32f24ccd5,2023-02-16T22:18:59.460Z,2023-02-16T22:25:32.244Z,completed,completed normal,,,SmallOffice,BC_Vancouver,NECB2017,CWEC2016,58410.0,0.0,114.3,114.3,,,,
FullServiceRestaurant:NT_Yellowknife:NECB2015,de870206-da47-4f0d-863e-2610f7922bdc,2023-02-16T23:50:26.239Z,2023-02-16T23:54:57.273Z,completed,completed normal,,,FullServiceRestaurant,NT_Yellowknife,NECB2015,CWEC2016,502900.0,0.0,983.9,983.9,,,,
RetailStandalone:SK_Saskatoon:NECB2015,95ef21d8-18cc-4582-8b29-354598138f6e,2023-02-16T22:56:02.544Z,2023-02-16T23:01:22.295Z,completed,completed normal,,,RetailStandalone,SK_Saskatoon,NECB2015,CWEC2016,283000.0,262600.0,237.8,237.8,,,,
MediumOffice:YT_Whitehorse:NECB2017,18cd5ec7-2abb-4040-b628-75d57cc3faaa,2023-02-16T23:23:42.623Z,2023-02-16T23:30:03.947Z,completed,completed normal,,,MediumOffice,YT_Whitehorse,NECB2017,CWEC2016,509200.0,0.0,102.2,102.2,,,,
MidriseApartment:AB_Calgary:NECB2020,4ecef663-d7cd-4c1e-b56a-48fbd11052f9,2023-02-16T23:56:23.847Z,2023-02-17T00:03:45.643Z,completed,completed normal,,,MidriseApartment,AB_Calgary,NECB2020,CWEC2016,223700.0,277500.0,159.9,159.9,,,,
Warehouse:ON_Toronto:NECB2015,b1582a62-9c5e-457f-b177-a5d0d4305c03,2023-02-16T22:09:38.590Z,2023-02-16T22:15:33.563Z,completed,completed normal,,,Warehouse,ON_Toronto,NECB2015,CWEC2016,345500.0,306600.0,134.9,134.9,,,,
Warehouse:QC_Montreal:NECB2011,2e516201-8119-45e2-8046-bc2d72bd76d6,2023-02-16T22:10:20.024Z,2023-02-16T22:15:44.836Z,completed,completed normal,,,Warehouse,QC_Montreal,NECB2011,CWEC2016,612300.0,0.0,126.6,126.6,,,,
SmallOffice:YT_Whitehorse:NECB2020,92d51d72-8a09-438d-860c-41c073433a0f,2023-02-16T22:36:29.637Z,2023-02-16T22:45:27.858Z,completed,completed normal,,,SmallOffice,YT_Whitehorse,NECB2020,CWEC2016,51790.0,0.0,101.3,101.3,,,,
Warehouse:AB_Edmonton:NECB2015,f4dd8de7-82e8-4ba7-8c7a-844b9229ac61,2023-02-16T21:58:26.213Z,2023-02-16T22:04:36.106Z,completed,completed normal,,,Warehouse,AB_Edmonton,NECB2015,CWEC2016,292300.0,329100.0,128.5,128.5,,,,
RetailStandalone:ON_Toronto:NECB2017,c8dd5ed7-2875-46c9-a240-985c9ba757de,2023-02-16T22:53:38.286Z,2023-02-16T22:58:56.608Z,completed,completed normal,,,RetailStandalone,ON_Toronto,NECB2017,CWEC2016,262400.0,146700.0,178.3,178.3,,,,
MediumOffice:ON_Windsor:NECB2020,bdbd8f54-2f72-4d7f-a68c-7dc03cfc6a30,2023-02-16T23:21:41.203Z,2023-02-16T23:28:56.785Z,completed,completed normal,,,MediumOffice,ON_Windsor,NECB2020,CWEC2016,383800.0,158600.0,108.9,108.9,,,,
FullServiceRestaurant:ON_Windsor:NECB2011,446df3d1-97eb-498f-bf41-c7feaf505786,2023-02-16T23:53:40.388Z,2023-02-16T23:57:41.675Z,completed,completed normal,,,FullServiceRestaurant,ON_Windsor,NECB2011,CWEC2016,81520.0,266800.0,681.4,681.4,,,,
QuickServiceRestaurant:QC_Montreal:NECB2011,3d191d2c-09af-4c86-86d0-337cb3517c0f,2023-02-17T00:26:57.483Z,2023-02-17T00:30:54.282Z,completed,completed normal,,,QuickServiceRestaurant,QC_Montreal,NECB2011,CWEC2016,213100.0,0.0,917.2,917.2,,,,
LargeOffice:MB_Winnipeg:NECB2017,a3e7c48c-36a8-4179-852f-787af0363d47,2023-02-17T00:39:22.439Z,2023-02-17T00:45:29.561Z,completed,completed normal,,,LargeOffice,MB_Winnipeg,NECB2017,CWEC2016,5065000.0,0.0,109.4,109.4,,,,
SmallOffice:SK_Saskatoon:NECB2011,f6f92ff3-cd63-4561-a3b6-169256aee978,2023-02-16T22:33:18.293Z,2023-02-16T22:39:19.329Z,completed,completed normal,,,SmallOffice,SK_Saskatoon,NECB2011,CWEC2016,48720.0,36810.0,167.3,167.3,,,,
RetailStandalone:BC_Victoria:NECB2011,2c5f8fa6-7e89-4de8-88dc-b7c66a9d139f,2023-02-16T22:40:59.627Z,2023-02-16T22:49:34.846Z,completed,completed normal,,,RetailStandalone,BC_Victoria,NECB2011,CWEC2016,398800.0,0.0,173.9,173.9,,,,
RetailStandalone:QC_Montreal:NECB2020,c76f9f67-c1c8-46ce-a0a1-fb751f4839f1,2023-02-16T22:54:47.026Z,2023-02-16T23:00:31.635Z,completed,completed normal,,,RetailStandalone,QC_Montreal,NECB2020,CWEC2016,369300.0,0.0,161.0,161.0,,,,
RetailStandalone:NS_Sydney:NECB2017,87b7855d-d790-4cc6-b74a-9febd52efe96,2023-02-16T22:49:35.513Z,2023-02-16T22:55:37.069Z,completed,completed normal,,,RetailStandalone,NS_Sydney,NECB2017,CWEC2016,234400.0,164900.0,174.1,174.1,,,,
MediumOffice:BC_Victoria:NECB2017,a7fe3c78-8067-4cff-a95b-c6bc35852dcb,2023-02-16T23:03:42.949Z,2023-02-16T23:13:32.457Z,completed,completed normal,,,MediumOffice,BC_Victoria,NECB2017,CWEC2016,482900.0,0.0,96.92,96.92,,,,
RetailStripmall:ON_Windsor:NECB2017,240f46c8-587d-4967-95c5-8833751c48db,2023-02-16T23:39:18.201Z,2023-02-16T23:44:28.942Z,completed,completed normal,,,RetailStripmall,ON_Windsor,NECB2017,CWEC2016,282500.0,145300.0,204.7,204.7,,,,
SmallOffice:MB_Winnipeg:NECB2017,f9a0c5d9-0d72-4287-9cb6-98449d52100b,2023-02-16T22:23:21.542Z,2023-02-16T22:30:31.178Z,completed,completed normal,,,SmallOffice,MB_Winnipeg,NECB2017,CWEC2016,69640.0,0.0,136.2,136.2,,,,
SmallOffice:QC_Quebec:NECB2011,08c5cc43-6eb9-42db-bc18-11848edcd2d3,2023-02-16T22:31:39.647Z,2023-02-16T22:37:36.445Z,completed,completed normal,,,SmallOffice,QC_Quebec,NECB2011,CWEC2016,73440.0,0.0,143.7,143.7,,,,
MediumOffice:NL_St.Johns:NECB2017,2b1de157-9984-464a-8373-549e2fa2379d,2023-02-16T23:09:35.282Z,2023-02-16T23:18:01.881Z,completed,completed normal,,,MediumOffice,NL_St.Johns,NECB2017,CWEC2016,540800.0,0.0,108.5,108.5,,,,
QuickServiceRestaurant:YT_Whitehorse:NECB2011,84661cd7-663f-4584-b4d8-96a7442bba27,2023-02-17T00:30:41.682Z,2023-02-17T00:35:10.669Z,completed,completed normal,,,QuickServiceRestaurant,YT_Whitehorse,NECB2011,CWEC2016,266700.0,0.0,1148.0,1148.0,,,,
RetailStandalone:BC_Victoria:NECB2015,2daeb338-7b01-4a1c-94f4-8888882310ae,2023-02-16T22:41:22.467Z,2023-02-16T22:50:06.627Z,completed,completed normal,,,RetailStandalone,BC_Victoria,NECB2015,CWEC2016,390600.0,0.0,170.3,170.3,,,,
MidriseApartment:NL_St.Johns:NECB2015,830cff40-aed4-4af5-a843-b3769080e957,2023-02-17T00:03:52.993Z,2023-02-17T00:09:58.656Z,completed,completed normal,,,MidriseApartment,NL_St.Johns,NECB2015,CWEC2016,510700.0,0.0,162.9,162.9,,,,
Warehouse:YT_Whitehorse:NECB2020,28d8591a-4015-4722-96a0-74994b644414,2023-02-16T22:16:04.542Z,2023-02-16T22:21:55.651Z,completed,completed normal,,,Warehouse,YT_Whitehorse,NECB2020,CWEC2016,289500.0,0.0,59.88,59.88,,,,
SmallOffice:NS_Sydney:NECB2017,80ebd0c4-a3dc-4fd6-9ef8-61e7ba301d59,2023-02-16T22:25:45.471Z,2023-02-16T22:32:44.828Z,completed,completed normal,,,SmallOffice,NS_Sydney,NECB2017,CWEC2016,45630.0,17990.0,124.5,124.5,,,,
FullServiceRestaurant:AB_Edmonton:NECB2011,1a209214-d52a-4224-8a54-7356b6f5ebe7,2023-02-16T23:42:18.627Z,2023-02-16T23:46:27.878Z,completed,completed normal,,,FullServiceRestaurant,AB_Edmonton,NECB2011,CWEC2016,69360.0,379800.0,878.7,878.7,,,,
RetailStandalone:QC_Montreal:NECB2017,0fe581a8-751f-4cdc-9434-2a5fa1f91a65,2023-02-16T22:54:38.757Z,2023-02-16T23:00:07.434Z,completed,completed normal,,,RetailStandalone,QC_Montreal,NECB2017,CWEC2016,381100.0,0.0,166.1,166.1,,,,
FullServiceRestaurant:BC_Vancouver:NECB2011,b2907c8d-5d69-48c4-86f0-47e54b7061f6,2023-02-16T23:44:47.208Z,2023-02-16T23:49:01.793Z,completed,completed normal,,,FullServiceRestaurant,BC_Vancouver,NECB2011,CWEC2016,245100.0,0.0,479.6,479.6,,,,
SmallOffice:QC_Quebec:NECB2015,153eb196-7f0a-43ea-b13d-34cf32d9750e,2023-02-16T22:31:47.573Z,2023-02-16T22:37:56.060Z,completed,completed normal,,,SmallOffice,QC_Quebec,NECB2015,CWEC2016,72750.0,0.0,142.3,142.3,,,,
