IATA_ID,Name,Updated Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CWZO,KELP REEFS,Kelp Reefs,,1013998,48.5476,-123.2369,12.3,MSC,CA,AUTO,British Columbia
CWZQ,GRAND ETANG,Grand Etang,73030,8201969,46.54712,-61.04915,14,MSC,CA,AUTO,Nova Scotia
CWZR,MARGARET LAKE,Margaret Lake,71977,2100697,68.8006,-140.8475,569.2,MSC,CA,AUTO,Yukon
CWZT,DAUPHIN CS,Dauphin Cs,71550,5040681,51.100387,-100.057345,305.475,MSC,CA,AUTO,Manitoba
CWZU,SHEARWATER JETTY,Shearwater Jetty,71330,8205093,44.628055,-63.5225,6,DND,CA,AUTO,Nova Scotia
CWZV,CAPE ST JAMES CS,Cape St James Cs,71107,1051351,51.9358,-131.0158,89.3,MSC,CA,AUTO,British Columbia
CWZW,TESLIN (AUT),Teslin (Aut),71045,2101102,60.174602,-132.733739,717.351,MSC,CA,AUTO,Yukon
CWZZ,SAGLEK,Saglek,71335,8503249,58.33333,-62.58586,488,DND,DND-AWOS,AUTO,Newfoundland and Labrador
CXAF,ABEE AGDM,Abee Agdm,71285,3010010,54.283333,-112.966667,664,GovAB,CA,AUTO,Alberta
CXAG,ANDREW AGDM,Andrew Agdm,71286,3010237,53.916944,-112.279167,625,GovAB,CA,AUTO,Alberta
CXAJ,ATMORE AGDM,Atmore Agdm,71287,3060406,54.781667,-112.825,574,GovAB,CA,AUTO,Alberta
CXAK,STETTLER AGDM,Stettler Agdm,71289,3016124,52.346944,-112.595556,795,GovAB,CA,AUTO,Alberta
CXAT,ARCTIC BAY CS,Arctic Bay Cs,71592,2400404,72.99275,-85.011575,11.5,MSC,CA,AUTO,Nunavut
CXBA,BODO AGDM,Bodo Agdm,71214,3010730,52.124168,-110.101391,687,GovAB,CA,AUTO,Alberta
CXBD,BARRHEAD CS,Barrhead Cs,71061,3060535,54.095269,-114.451272,647.627,MSC,CA,AUTO,Alberta
CXBI,BARRIE-ORO,Barrie-Oro,71314,6117700,44.48444,-79.546408,292,MSC,CA,AUTO,Ontario
CXBK,BRATT'S LAKE CLIMATE,Bratt'S Lake Climate,71569,4010811,50.200598,-104.711399,589.795,MSC,CA,AUTO,Saskatchewan
CXBL,BAKER LAKE CLIMATE,Baker Lake Climate,71356,2300501,64.318981,-96.001642,52.562,MSC,CA,AUTO,Nunavut
CXBO,BEAUPORT,Beauport,71578,7010565,46.836997,-71.197339,10,MSC,CA,AUTO,Quebec
CXBQ,TADOULE LAKE CS,Tadoule Lake Cs,71334,5062840,58.70925,-98.500917,263.508,MSC,CA,AUTO,Manitoba
CXBR,BROCKET AGDM,Brocket Agdm,71341,3030830,49.616667,-113.816667,1092,GovAB,CA,AUTO,Alberta
CXBW,BARNWELL AGDM,Barnwell Agdm,71346,3030525,49.8,-112.3,824.24,GovAB,CA,AUTO,Alberta
CXCA,CAMERON FALLS (AUT),Cameron Falls (Aut),71291,6041110,49.1539,-88.3447,229.5,MSC,CA,AUTO,Ontario
CXCD,CLEARDALE AGDM,Cleardale Agdm,71221,3074935,56.314447,-119.745,630,GovAB,CA,AUTO,Alberta
CXCK,CARMACKS CS,Carmacks Cs,71039,2100301,62.11499,-136.191823,539.32,MSC,CA,AUTO,Yukon
CXCM,CAMBRIDGE BAY GSN,Cambridge Bay Gsn,71288,2400602,69.106583,-105.115652,20.69,MSC,CA,AUTO,Nunavut
CXCP,CHAMPION AGDM,Champion Agdm,71217,3031480,50.281945,-113.350278,1006,GovAB,CA,AUTO,Alberta
CXCS,CONSORT AGDM,Consort Agdm,71223,3011815,51.936947,-110.713056,772,GovAB,CA,AUTO,Alberta
CXDB,DEL BONITA AGDM,Del Bonita Agdm,71224,3042045,49.05,-112.816667,1310,GovAB,CA,AUTO,Alberta
CXDE,DELINE CS,Deline Cs,71503,2201022,65.208678,-123.433316,208.943,MSC,CA,AUTO,Northwest Territories
CXDI,DELHI CS,Delhi Cs,71573,6131983,42.863568,-80.545198,235.852,MSC,CA,AUTO,Ontario
CXDK,DEADMEN VALLEY,Deadmen Valley,71021,22010H0,61.257263,-124.466969,284.1,MSC,CA,AUTO,Northwest Territories
CXDW,DEERWOOD RCS,Deerwood Rcs,71840,5020725,49.399562,-98.319652,340.809,MSC,CA,AUTO,Manitoba
CXEA,EAR FALLS (AUT),Ear Falls (Aut),71295,6012199,50.630661,-93.221375,352.5,MSC,CA,AUTO,Ontario
CXEC,EDMONTON BLATCHFORD,Edmonton Blatchford,71157,3012209,53.5731,-113.5167,672,MSC,CA,AUTO,Alberta
CXEG,EDMONTON INTERNATIONAL CS,Edmonton International Cs,71155,3012206,53.30668,-113.606161,706.516,MSC,CA,AUTO,Alberta
CXET,EGBERT CS,Egbert Cs,71296,6.11E+03,44.233,-79.78,252.5,MSC,CA,AUTO,Ontario
CXFA,FANNY ISLAND,Fanny Island,71568,1022795,50.453517,-125.992895,9.8,MSC,CA,AUTO,British Columbia
CXFB,IQALUIT CLIMATE,Iqaluit Climate,71321,2402592,63.747809,-68.544293,22.841,MSC,CA,AUTO,Nunavut
CXFM,FOREMOST AGDM,Foremost Agdm,71225,3032642,49.483334,-111.486111,881,GovAB,CA,AUTO,Alberta
CXFR,FAIRVIEW AGDM,Fairview Agdm,71347,3072525,56.081391,-118.439446,654.55,GovAB,CA,AUTO,Alberta
CXFV,FORT VERMILION,Fort Vermilion,71024,3072723,58.3823,-116.0402,290.1,MSC,CA,AUTO,Alberta
CXGD,GANDER AIRPORT CS,Gander Airport Cs,71742,8401705,48.9461,-54.5669,153,MSC,CA,AUTO,Newfoundland and Labrador
CXGH,GIMLI HARBOUR CS,Gimli Harbour Cs,71577,5031041,50.631011,-96.981661,220.326,MSC,CA,AUTO,Manitoba
CXGM,GRAND MANAN SAR CS,Grand Manan Sar Cs,71030,8101925,44.7121,-66.8019,74.5,MSC,CA,AUTO,New Brunswick
CXHA,HARROW CDA AUTO,Harrow Cda Auto,71298,6133362,42.033021,-82.895994,193.01,MSC,CA,AUTO,Ontario
CXHD,HOLDEN AGDM,Holden Agdm,71227,3013340,53.185003,-112.246112,688,GovAB,CA,AUTO,Alberta
CXHF,HIGH FALLS,High Falls,71391,7033121,45.839707,-75.648197,192.326,MSC,CA,AUTO,Quebec
CXHI,HOLMAN CS,Holman Cs,71029,2502505,70.7614,-117.8,32,MSC,CA,AUTO,Northwest Territories
CXHM,HAMILTON RBG CS,Hamilton Rbg Cs,71297,6153301,43.286452,-79.905161,104.806,MSC,CA,AUTO,Ontario
CXHP,HIGH PRAIRIE AGDM,High Prairie Agdm,71226,3063165,55.395834,-116.479447,601.7,GovAB,CA,AUTO,Alberta
CXHR,HUSSAR AGDM,Hussar Agdm,71344,3023402,51.183333,-112.5,985,GovAB,CA,AUTO,Alberta
CXIB,INGONISH BEACH,Ingonish Beach,71027,8202502,46.662836,-60.406434,8.1,MSC,CA,AUTO,Nova Scotia
CXKA,KAPUSKASING CDA ON,Kapuskasing Cda On,71299,6073980,49.405219,-82.442964,224.624,MSC,CA,AUTO,Ontario
CXKE,KEMPTVILLE CS,Kemptville Cs,71300,6104027,45.005193,-75.637602,100.247,MSC,CA,AUTO,Ontario
CXKI,KIRKLAND LAKE CS,Kirkland Lake Cs,71301,6074211,48.151397,-80.011961,324.277,MSC,CA,AUTO,Ontario
CXKM,KILLAM AGDM,Killam Agdm,71228,3013640,52.8475,-111.871944,674.5,GovAB,CA,AUTO,Alberta
CXKT,KENTVILLE CDA,Kentville Cda,71671,8202810,45.067305,-64.477603,49.9,MSC,CA,AUTO,Nova Scotia
CXLB,LUNENBURG,Lunenburg,,8203210,44.36,-64.2961,3.8,MSC,CA,AUTO,Nova Scotia
CXLL,LINDBURG LANDING,Lindburg Landing,71682,220N003,61.12473,-122.852741,184,MSC,CA,AUTO,Northwest Territories
CXLT,LATERRIÃˆRE,LaterriãˆRe,71040,7064181,48.307184,-71.128934,162.377,MSC,CA,AUTO,Quebec
CXMD,MORDEN CDA CS,Morden Cda Cs,71564,5021849,49.187556,-98.083967,298.716,MSC,CA,AUTO,Manitoba
CXMG,MANNING AGDM,Manning Agdm,71229,3074190,56.973889,-117.450834,457,GovAB,CA,AUTO,Alberta
CXMI,MCNABS ISLAND (AUT),Mcnabs Island (Aut),,8203478,44.613,-63.535,12.5,MSC,CA,AUTO,Nova Scotia
CXMM,FORT MCMURRAY CS,Fort McMurray Cs,71585,3062696,56.649963,-111.220947,369.8,MSC,CA,AUTO,Alberta
CXMM,FORT MCMURRAY CS,Fort McMurray,71689,3062697,56.649963,-111.220947,369.8,MSC,CA,AUTO,Alberta
CXMO,MORRIN AGDM,Morrin Agdm,71257,3024668,51.660278,-112.675,836,GovAB,CA,AUTO,Alberta
CXMP,MAPLE PLAINS,Maple Plains,,8305500,46.302878,-63.575821,44.5,MSC,CA,AUTO,Prince Edward Island
CXMW,MEDICINE HAT RCS,Medicine Hat Rcs,71026,3034485,50.0251,-110.7173,716.1,MSC,CA,AUTO,Alberta
CXMY,MALAY FALLS,Malay Falls,73029,8203405,44.986936,-62.483295,40.1,MSC,CA,AUTO,Nova Scotia
CXND,NORDEGG CS,Nordegg Cs,71060,3054843,52.491962,-116.040044,1317.826,MSC,CA,AUTO,Alberta
CXNM,NORTH MOUNTAIN,North Mountain,71604,8204161,46.81771,-60.671614,453,MSC,CA,AUTO,Nova Scotia
CXNP,NAPPAN AUTO,Nappan Auto,71311,8203702,45.7596,-64.2414,19.8,MSC,CA,AUTO,Nova Scotia
CXOA,OTTAWA CDA RCS,Ottawa Cda Rcs,71063,6105978,45.382369,-75.714017,79.799,MSC,CA,AUTO,Ontario
CXOL,OLDS AGDM,Olds Agdm,71258,3024925,51.758611,-114.084722,1046,GovAB,CA,AUTO,Alberta
CXOX,LA RONGE RCS,La Ronge Rcs,71586,4064149,55.146489,-105.270085,378.117,MSC,CA,AUTO,Saskatchewan
CXOY,OYEN AGDM,Oyen Agdm,71342,3024965,51.383333,-110.35,766.67,GovAB,CA,AUTO,Alberta
CXPA,PEORIA AGDM,Peoria Agdm,71348,3075160,55.621113,-118.293056,621.21,GovAB,CA,AUTO,Alberta
CXPC,PARRY SOUND CCG,Parry Sound Ccg,71172,6116257,45.344,-80.042,184.8,MSC,CA,AUTO,Ontario
CXPL,POLLOCKVILLE AGDM,Pollockville Agdm,71259,3025243,51.125278,-111.705278,750,GovAB,CA,AUTO,Alberta
CXPS,EDMONTON STONY PLAIN CS,Edmonton Stony Plain Cs,71127,301A001,53.547402,-114.107855,765.361,MSC,CA,AUTO,Alberta
CXPT,POINT PELEE CS,Point Pelee Cs,71303,613P001,41.948753,-82.519173,176.415,MSC,CA,AUTO,Ontario
CXQH,WATSON LAKE (AUT),Watson Lake (Aut),71199,2101204,60.116086,-128.831433,686.071,MSC,CA,AUTO,Yukon
CXRB,RESOLUTE CS,Resolute Cs,71018,2403505,74.706301,-94.967552,46.549,MSC,CA,AUTO,Nunavut
CXRG,RIDGETOWN RCS,Ridgetown Rcs,71307,6137154,42.453657,-81.886518,201.476,MSC,CA,AUTO,Ontario
CXRH,BERRY HILL,Berry Hill,71588,8400506,49.619944,-57.919778,114,MSC,CA,AUTO,Newfoundland and Labrador
CXRL,RICH LAKE AGDM,Rich Lake Agdm,71349,3065475,54.5,-111.7,585,GovAB,CA,AUTO,Alberta
CXSC,SCHULER AGDM,Schuler Agdm,71269,3025768,50.306944,-110.090556,800,GovAB,CA,AUTO,Alberta
CXSE,STEFANSSON ISLAND,Stefansson Island,71017,2403756,73.765789,-105.295426,8.341,MSC,CA,AUTO,Nunavut
CXSH,SHAWINIGAN,Shawinigan,71370,7018001,46.5635,-72.7333,110.9,MSC,CA,AUTO,Quebec
CXSL,SMOKY LAKE AGDM,Smoky Lake Agdm,71274,3016022,54.2775,-112.499167,680,GovAB,CA,AUTO,Alberta
CXSP,ST. PAUL AGCM,St. Paul Agcm,71275,3015676,54.011111,-111.271944,649,GovAB,CA,AUTO,Alberta
CXTD,TRACADIE,Tracadie,71308,8205895,45.6084,-61.6797,67.87,MSC,CA,AUTO,Nova Scotia
CXTH,TWO HILLS AGDM,Two Hills Agdm,71276,3016655,53.625278,-111.678333,678,GovAB,CA,AUTO,Alberta
CXTL,TATLAYOKO LAKE RCS,Tatlayoko Lake Rcs,71028,1088015,51.6746,-124.4031,876.5,MSC,CA,AUTO,British Columbia
CXTN,TUKTUT NOGAIT,Tuktut Nogait,71492,2203918,69.1989,-122.3592,553.1,MSC,CA,AUTO,Northwest Territories
CXTO,TORONTO CITY,Toronto City,71508,6158355,43.665,-79.395,113.5,MSC,CA,AUTO,Ontario
CXTP,TERRA NOVA NAT PARK CS,Terra Nova Nat Park Cs,71589,8403851,48.5569,-53.9744,107,MSC,CA,AUTO,Newfoundland and Labrador
CXTV,TRAIL VALLEY,Trail Valley,71683,220N005,68.7463,-133.5018,86.2,MSC,CA,AUTO,Northwest Territories
CXUX,SANIRAJAK,Sanirajak,71320,2402353,68.775086,-81.228675,7.542,MSC,CA,AUTO,Nunavut
CXVM,VERMILION AGDM,Vermilion Agdm,71278,3016802,53.343806,-110.881861,623,GovAB,CA,AUTO,Alberta
CXVN,VINELAND STATION RCS,Vineland Station Rcs,71171,6139148,43.190869,-79.398594,83.133,MSC,CA,AUTO,Ontario
CXVW,VALLEYVIEW AGDM,Valleyview Agdm,71277,3076680,55.098056,-117.199167,698,GovAB,CA,AUTO,Alberta
CXWB,WAGER BAY (AUT),Wager Bay (Aut),71049,2403945,65.879305,-89.445688,12.977,MSC,CA,AUTO,Nunavut
CXWF,WARFIELD RCS,Warfield Rcs,71401,1148705,49.112211,-117.738333,573.56,MSC,CA,AUTO,British Columbia
CXWG,WINNIPEG 'A' CS,Winnipeg 'A' Cs,71849,502S001,49.915758,-97.24949,240.2,MSC,CA,AUTO,Manitoba
CXWM,WRENTHAM AGDM,Wrentham Agdm,71343,3037675,49.5,-112.116667,943.94,GovAB,CA,AUTO,Alberta
CXWN,WINNIPEG THE FORKS,Winnipeg The Forks,71579,5023262,49.8883,-97.1294,231.3,MSC,CA,AUTO,Manitoba
CXYH,YOHIN,Yohin,71020,2204300,61.2419,-123.7417,205.1,MSC,CA,AUTO,Northwest Territories
CXZC,MOOSONEE RCS,Moosonee Rcs,71309,6075435,51.290444,-80.617031,10.7,MSC,CA,AUTO,Ontario
CXZV,SEPT-ILES,Sept-Iles,71279,7047914,50.218057,-66.241435,51.189,MSC,CA,AUTO,Quebec
CYAB,Arctic Bay,Arctic Bay,,2400399,73.00639,-85.04732,21.9,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYAH,La Grande 4,La Grande 4,71003,7093714,53.75472,-73.67528,306.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYAM,Sault Ste Marie,Sault Ste Marie,71260,6057591,46.48506,-84.50961,192.6,NAV CANADA,NC-HWOS,MAN,Ontario
CYAS,Kangirsuk,Kangirsuk,,7113384,60.02722,-69.99917,123.7,NAV CANADA,NC-AWOS,AUTO,Quebec
CYAS,Kangirsuk,Kangirsuk,,7113383,60.02722,-69.99917,123.7,NAV CANADA,NC-HWOS,MAN,Quebec
CYAT,Attawapiskat,Attawapiskat,71653,6010400,52.92759,-82.43198,9.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYAW,Shearwater,Shearwater,,8205090,44.63,-63.5,44,,,MAN,Nova Scotia
CYAY,St. Anthony,St. Anthony,71819,8403389,51.39195,-56.08306,32.9,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYAZ,Tofino,Tofino,,1038210,49.08212,-125.7724,24.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYAZ,Tofino,Tofino,,1038204,49.08212,-125.7724,24.4,NAV CANADA,NC-HWOS,MAN,British Columbia
CYBB,Kugaaruk,Kugaaruk,,2303095,68.53591,-89.8054,15.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYBB,Kugaaruk,Kugaaruk,,2303091,68.53591,-89.8054,15.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYBC,Baie-Comeau,Baie-Comeau,71691,7040444,49.1325,-68.20435,21.6,NAV CANADA,NC-AWOS,AUTO,Quebec
CYBD,Bella Coola,Bella Coola,,1060848,52.38763,-126.59577,35.7,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYBD,Bella Coola,Bella Coola,,1060845,52.38763,-126.59577,35.7,NAV CANADA,NC-HWOS,MAN,British Columbia
CYBG,Bagotville,Bagotville,71727,7060400,48.33,-71,159,,,MAN,Quebec
CYBK,Baker Lake,Baker Lake,71926,2300504,64.29881,-96.07765,18.6,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYBK,Baker Lake,Baker Lake,71926,2300503,64.29881,-96.07765,18.6,NAV CANADA,NC-HWOS,MAN,Nunavut
CYBL,Campbell River,Campbell River,,1021270,49.95204,-125.27305,108.8,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYBL,Campbell River,Campbell River,,1021267,49.95204,-125.27305,108.8,NAV CANADA,NC-HWOS,MAN,British Columbia
CYBQ,Tadoule Lake,Tadoule Lake,71272,5062835,58.70611,-98.51222,281,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYBR,Brandon,Brandon,71140,5010481,49.91,-99.95223,409.3,NAV CANADA,NC-HWOS,MAN,Manitoba
CYBU,Nipawin,Nipawin,71130,4075525,53.33273,-104.0088,371.9,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYBV,Berens River,Berens River,,5030204,52.35889,-97.01794,222.2,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYBV,Berens River,Berens River,,5030201,52.35889,-97.01794,222.2,NAV CANADA,NC-HWOS,MAN,Manitoba
CYBW,Calgary/Springbank,Calgary/Springbank,,3031109,51.10532,-114.37149,1200.9,NAV CANADA,NC-AWOS,AUTO,Alberta
CYBX,Lourdes-de-Blanc-Sablon,Lourdes-De-Blanc-Sablon,71808,7040816,51.44361,-57.18528,37.2,NAV CANADA,NC-AWOS,AUTO,Quebec
CYBX,Lourdes-de-Blanc-Sablon,Lourdes-De-Blanc-Sablon,71808,7040815,51.44361,-57.18528,37.2,NAV CANADA,NC-HWOS,MAN,Quebec
CYCA,Cartwright,Cartwright,71818,8501106,53.66917,-57.04722,12.8,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYCB,Cambridge Bay,Cambridge Bay,71925,2400603,69.10792,-105.13712,31.1,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCB,Cambridge Bay,Cambridge Bay,71925,2400601,69.10792,-105.13712,31.1,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCD,Nanaimo,Nanaimo,,1025365,49.05455,-123.87012,28,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCD,Nanaimo,Nanaimo,,1025369,49.05455,-123.87012,28,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCG,Castlegar,Castlegar,,1141460,49.29623,-117.63251,495.6,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCG,Castlegar,Castlegar,,1141456,49.29623,-117.63251,495.6,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCK,Chatham-Kent,Chatham-Kent,,6131414,42.30583,-82.0825,196.6,NAV CANADA,NC-AWOS,AUTO,Ontario
CYCO,Kugluktuk,Kugluktuk,71938,2300905,67.8167,-115.14391,22.6,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCO,Kugluktuk,Kugluktuk,71938,2300903,67.8167,-115.14391,22.6,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCP,Blue River,Blue River,,1160902,52.11692,-119.28453,690.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCP,Blue River,Blue River,,1160898,52.11692,-119.28453,690.4,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCQ,Chetwynd,Chetwynd,,1181513,55.68722,-121.62665,609.3,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCQ,Chetwynd,Chetwynd,,1181507,55.68722,-121.62665,609.3,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCS,Chesterfield Inlet,Chesterfield Inlet,,2300710,63.34711,-90.73116,9.8,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCS,Chesterfield Inlet,Chesterfield Inlet,,2300701,63.34711,-90.73116,9.8,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCX,Gagetown,Gagetown,71701,8101792,45.83,-66.43,51,,,MAN,New Brunswick
CYCY,Clyde River,Clyde River,71090,2400804,70.48592,-68.51694,26.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCY,Clyde River,Clyde River,71090,2400803,70.48592,-68.51694,26.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYDA,Dawson City,Dawson City,,2100407,64.04211,-139.13031,370.3,NAV CANADA,NC-AWOS,AUTO,Yukon
CYDA,Dawson City,Dawson City,,2100401,64.04211,-139.13031,370.3,NAV CANADA,NC-HWOS,MAN,Yukon
CYDB,Burwash,Burwash,71001,2100181,61.37066,-139.03995,806.2,NAV CANADA,NC-AWOS,AUTO,Yukon
CYDB,Burwash,Burwash,71001,2100180,61.37066,-139.03995,806.2,NAV CANADA,NC-HWOS,MAN,Yukon
CYDC,Princeton,Princeton,,1126518,49.46789,-120.51247,701.6,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYDC,Princeton,Princeton,,1126511,49.46789,-120.51247,701.6,NAV CANADA,NC-HWOS,MAN,British Columbia
CYDF,Deer Lake,Deer Lake,71809,8401502,49.20917,-57.39444,21.9,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYDL,Dease Lake,Dease Lake,71686,1192341,58.42231,-130.03151,802.8,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYDN,Dauphin,Dauphin,71036,5040689,51.10083,-100.0525,304.5,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYDP,Nain,Nain,71902,8502810,56.55056,-61.68222,6.4,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYDP,Nain,Nain,71902,8502801,56.55056,-61.68222,6.4,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYDQ,Dawson Creek,Dawson Creek,71471,1182289,55.74226,-120.18306,654.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYED,Edmonton Namao,Edmonton Namao,71121,3012210,53.67,-113.48,688,,,MAN,Alberta
CYEG,Edmonton International,Edmonton International,71123,3012216,53.30988,-113.5795,723.3,NAV CANADA,NC-HWOS,MAN,Alberta
CYEK,Arviat,Arviat,71174,2300427,61.09397,-94.07159,10.4,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYEK,Arviat,Arviat,71174,2300428,61.09397,-94.07159,10.4,NAV CANADA,NC-HWOS,MAN,Nunavut
CYEN,Estevan,Estevan,71862,4012403,49.21031,-102.96574,580.3,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYER,Fort Severn,Fort Severn,71099,6012501,56.01897,-87.67621,15.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYET,Edson,Edson,71167,3062239,53.57889,-116.465,927.5,NAV CANADA,NC-AWOS,AUTO,Alberta
CYEV,Inuvik-Zubko,Inuvik-Zubko,71957,2202571,68.30378,-133.48312,67.7,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFB,Iqaluit,Iqaluit,71909,2402596,63.75657,-68.55611,33.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYFC,Fredericton,Fredericton,71700,8101505,45.86889,-66.53722,20.4,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CYFO,Flin Flon,Flin Flon,,5050973,54.67807,-101.68189,304.2,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYFO,Flin Flon,Flin Flon,,5050961,54.67807,-101.68189,304.2,NAV CANADA,NC-HWOS,MAN,Manitoba
CYFR,Fort Resolution,Fort Resolution,,2202010,61.18081,-113.68965,160.6,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYFR,Fort Resolution,Fort Resolution,,2202001,61.18081,-113.68965,160.6,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFS,Fort Simpson,Fort Simpson,71946,2202104,61.76025,-121.23801,169.5,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYFS,Fort Simpson,Fort Simpson,71946,2202103,61.76025,-121.23801,169.5,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFT,Makkovik,Makkovik,,8502580,55.07722,-59.1875,70.4,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYFT,Makkovik,Makkovik,,8502588,55.07722,-59.1875,70.4,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYGE,Golden,Golden,,1173214,51.29917,-116.9825,785.2,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYGE,Golden,Golden,,1173209,51.29917,-116.9825,785.2,NAV CANADA,NC-HWOS,MAN,British Columbia
CYGH,Fort Good Hope,Fort Good Hope,,2201406,66.24063,-128.6476,81.4,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYGH,Fort Good Hope,Fort Good Hope,,2201401,66.24063,-128.6476,81.4,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYGK,Kingston,Kingston,,6104152,44.22587,-76.5966,92.4,NAV CANADA,NC-AWOS,AUTO,Ontario
CYGK,Kingston,Kingston,,6104149,44.22587,-76.5966,92.4,NAV CANADA,NC-HWOS,MAN,Ontario
CYGL,La Grande Riviere,La Grande Riviere,71827,7093716,53.62528,-77.70417,195.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYGP,Gaspe,Gaspe,71188,7052602,48.77528,-64.47972,34.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGP,Gaspe,Gaspe,71188,7052601,48.77528,-64.47972,34.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYGQ,Geraldton,Geraldton,71834,6042718,49.77869,-86.93855,348.4,NAV CANADA,NC-AWOS,AUTO,Ontario
CYGR,Iles-de-la-Madeleine,Iles-De-La-Madeleine,71709,7053254,47.425,-61.77806,10.7,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGR,Iles-de-la-Madeleine,Iles-De-La-Madeleine,71709,7053250,47.425,-61.77806,10.7,NAV CANADA,NC-HWOS,MAN,Quebec
CYGT,Igloolik,Igloolik,,2402546,69.36466,-81.81648,52.7,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYGT,Igloolik,Igloolik,,2402541,69.36466,-81.81648,52.7,NAV CANADA,NC-HWOS,MAN,Nunavut
CYGV,Havre St-Pierre,Havre St-Pierre,71584,7043019,50.28194,-63.61139,38.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGW,Kuujjuarapik,Kuujjuarapik,,7103537,55.28194,-77.76528,12.2,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGX,Gillam,Gillam,71912,5061022,56.35772,-94.7107,145.1,NAV CANADA,NC-HWOS,MAN,Manitoba
CYHA,Quaqtaq,Quaqtaq,,7116273,61.04639,-69.61777,32.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYHA,Quaqtaq,Quaqtaq,,7116271,61.04639,-69.61777,32.3,NAV CANADA,NC-HWOS,MAN,Quebec
CYHD,Dryden Regional,Dryden Regional,71527,6032125,49.83167,-92.74416,412.7,NAV CANADA,NC-AWOS,AUTO,Ontario
CYHE,Hope,Hope,71187,1113542,49.36833,-121.49806,39,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYHI,Ulukhaktok/Holman,Ulukhaktok/Holman,,2502503,70.76283,-117.806,36,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYHK,Gjoa Haven,Gjoa Haven,71597,2302337,68.63556,-95.85028,46.9,NAV CANADA,NC-AWOS,AUTO,Nunavut
